"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
1981,1,1,-1.85,3.35,3.8
1981,1,2,-3.85,2.65,0.6
1981,1,3,-5.05,0.05,0
1981,1,4,-4.75,2.45,0
1981,1,5,-3.95,1.85,0.6
1981,1,6,-3.85,1.05,0
1981,1,7,-5.25,1.75,0
1981,1,8,-5.05,0.05,1.1
1981,1,9,-4.05,0.25,0.3
1981,1,10,-4.85,0.85,0
1981,1,11,-3.65,2.55,0
1981,1,12,-3.55,4.25,0
1981,1,13,-3.35,4.25,0
1981,1,14,-5.65,0.65,0
1981,1,15,-7.05,-1.05,0
1981,1,16,-6.95,-1.35,0
1981,1,17,-5.85,-1.15,2.1
1981,1,18,-3.95,0.85,0.9
1981,1,19,-2.55,2.65,1
1981,1,20,-0.65,5.35,1.3
1981,1,21,0.15,3.55,10.9
1981,1,22,1.15,4.55,4.7
1981,1,23,-0.55,4.45,2.6
1981,1,24,-5.15,-0.25,1.1
1981,1,25,-6.05,-1.05,0
1981,1,26,-6.15,-2.75,10.8
1981,1,27,-9.65,-2.15,5.4
1981,1,28,-4.75,-0.45,10.2
1981,1,29,-6.05,-2.85,4
1981,1,30,-6.75,-1.55,0.4
1981,1,31,-7.95,-1.05,0
1981,2,1,-8.15,0.35,1.1
1981,2,2,-6.75,0.85,0.4
1981,2,3,-8.45,-0.45,0
1981,2,4,-9.25,-1.65,0
1981,2,5,-10.75,-2.75,0
1981,2,6,-9.95,-0.45,0
1981,2,7,-8.65,0.65,0
1981,2,8,-8.15,1.05,0
1981,2,9,-10.65,-4.45,5.9
1981,2,10,-16.85,-8.35,0.9
1981,2,11,-14.65,-2.15,30.2
1981,2,12,-4.25,0.85,29.9
1981,2,13,-2.65,0.15,8.8
1981,2,14,-2.65,0.45,19.5
1981,2,15,-2.55,2.05,32.5
1981,2,16,-1.75,4.45,31.7
1981,2,17,-2.75,2.05,9.7
1981,2,18,-1.55,2.55,43.4
1981,2,19,-5.15,4.65,31.7
1981,2,20,-6.65,-0.95,2.7
1981,2,21,-5.45,2.85,0
1981,2,22,-3.75,6.45,0
1981,2,23,-2.85,5.35,6
1981,2,24,-2.95,4.05,8.3
1981,2,25,-5.45,0.45,3
1981,2,26,-6.05,1.45,1
1981,2,27,-4.35,1.55,0
1981,2,28,-4.65,5.35,0
1981,3,1,-4.85,6.05,0
1981,3,2,-3.75,7.15,1.1
1981,3,3,-3.65,2.85,4.9
1981,3,4,-5.15,0.35,2.5
1981,3,5,-7.85,0.45,0
1981,3,6,-7.45,1.55,0
1981,3,7,-5.15,3.45,0
1981,3,8,-6.65,4.35,0
1981,3,9,-4.15,6.25,0
1981,3,10,-3.05,8.65,0
1981,3,11,-2.95,8.95,0
1981,3,12,-3.25,9.95,0
1981,3,13,-2.65,8.05,0
1981,3,14,-3.95,7.45,1.1
1981,3,15,-2.35,6.35,6.2
1981,3,16,-4.35,2.35,1.5
1981,3,17,-6.35,3.45,1.5
1981,3,18,-3.65,1.35,2
1981,3,19,-4.25,4.75,0
1981,3,20,-2.95,7.85,0
1981,3,21,-4.05,6.85,0.7
1981,3,22,-2.25,4.45,1.3
1981,3,23,-3.85,4.95,1.9
1981,3,24,-5.45,7.15,2
1981,3,25,-0.45,6.85,5.5
1981,3,26,-3.15,6.95,0
1981,3,27,-3.05,6.85,0
1981,3,28,-2.15,5.35,0.9
1981,3,29,-3.45,2.05,9.4
1981,3,30,-4.55,1.95,9.5
1981,3,31,-2.55,4.45,7.8
1981,4,1,-6.25,2.65,1.4
1981,4,2,-6.25,3.05,6.8
1981,4,3,-5.65,0.95,6.7
1981,4,4,-6.15,3.05,6.9
1981,4,5,-4.85,2.85,29.3
1981,4,6,-6.35,1.65,4.5
1981,4,7,-5.95,1.85,7.1
1981,4,8,-3.65,2.85,19
1981,4,9,-6.75,0.75,3.7
1981,4,10,-7.45,2.65,1.4
1981,4,11,-5.75,2.25,9.2
1981,4,12,-6.55,-0.95,4.5
1981,4,13,-8.95,5.65,2.1
1981,4,14,-3.65,10.85,0
1981,4,15,-0.95,11.15,1.8
1981,4,16,-1.95,7.65,1.6
1981,4,17,-3.35,9.75,0
1981,4,18,-1.45,14.05,0
1981,4,19,2.85,14.95,1
1981,4,20,-2.55,7.75,1.2
1981,4,21,-2.35,6.35,3.9
1981,4,22,1.25,11.35,12.9
1981,4,23,2.25,16.75,1.8
1981,4,24,-2.45,7.95,2.9
1981,4,25,-4.95,7.55,0
1981,4,26,-2.85,8.45,1.8
1981,4,27,-4.05,5.45,18
1981,4,28,1.55,10.35,8.3
1981,4,29,3.65,14.65,0
1981,4,30,7.05,18.95,0
1981,5,1,0.25,9.45,0.3
1981,5,2,-3.05,4.75,0.6
1981,5,3,-4.85,6.85,1
1981,5,4,-4.25,3.05,0.3
1981,5,5,-4.85,5.05,1.5
1981,5,6,-5.05,5.75,2
1981,5,7,-2.15,5.95,0.9
1981,5,8,-4.55,10.35,0
1981,5,9,0.45,8.65,0.4
1981,5,10,-3.05,9.95,0.3
1981,5,11,-1.35,8.05,0.7
1981,5,12,-2.45,13.45,0
1981,5,13,0.75,12.75,0
1981,5,14,0.85,9.65,4.4
1981,5,15,-1.55,6.25,1.6
1981,5,16,-2.85,11.25,0
1981,5,17,-1.15,9.05,6
1981,5,18,2.25,9.35,17.1
1981,5,19,1.15,12.05,0.4
1981,5,20,0.25,13.15,0
1981,5,21,0.75,11.75,0
1981,5,22,-1.15,13.95,0
1981,5,23,3.75,14.45,0.7
1981,5,24,5.85,15.65,10
1981,5,25,3.25,12.85,6
1981,5,26,-1.85,13.55,1.9
1981,5,27,-0.55,14.85,0
1981,5,28,1.95,17.45,0
1981,5,29,6.75,20.05,0
1981,5,30,3.05,13.15,0.8
1981,5,31,-1.15,14.55,0
1981,6,1,2.75,17.85,0
1981,6,2,4.85,14.35,0.7
1981,6,3,3.25,12.65,5.9
1981,6,4,2.85,10.35,7.6
1981,6,5,4.55,12.95,6.9
1981,6,6,3.25,11.45,2.1
1981,6,7,0.55,9.85,7.2
1981,6,8,2.35,10.65,11.3
1981,6,9,1.65,11.25,1.8
1981,6,10,2.35,9.15,1.6
1981,6,11,-2.55,12.15,0
1981,6,12,2.05,9.35,0.7
1981,6,13,-1.75,9.45,0.8
1981,6,14,0.15,13.75,0
1981,6,15,0.15,14.15,2.3
1981,6,16,3.25,11.45,7.4
1981,6,17,-1.55,9.05,5.2
1981,6,18,1.85,9.75,11.7
1981,6,19,2.95,13.75,4.6
1981,6,20,3.15,11.35,1
1981,6,21,-0.55,9.85,5.9
1981,6,22,2.65,11.85,5.3
1981,6,23,-0.65,13.15,0.3
1981,6,24,0.65,18.35,0.3
1981,6,25,7.05,21.85,0
1981,6,26,5.35,16.45,0
1981,6,27,2.05,15.45,0
1981,6,28,1.55,17.65,0
1981,6,29,5.75,20.25,0
1981,6,30,6.55,17.35,0.6
1981,7,1,1.95,17.75,0
1981,7,2,6.55,22.25,0
1981,7,3,11.05,24.55,0
1981,7,4,9.65,24.05,4.1
1981,7,5,8.65,18.75,0.3
1981,7,6,2.55,12.55,2.8
1981,7,7,1.05,10.35,3.1
1981,7,8,-0.75,15.55,0
1981,7,9,3.25,17.25,0
1981,7,10,0.85,13.45,0
1981,7,11,-0.85,15.25,0.6
1981,7,12,4.45,19.15,0
1981,7,13,4.75,11.55,6.2
1981,7,14,1.95,19.25,0
1981,7,15,7.05,21.85,0
1981,7,16,9.25,23.55,1.8
1981,7,17,10.25,23.75,3.6
1981,7,18,8.75,20.15,0.5
1981,7,19,6.45,19.55,0
1981,7,20,6.35,19.65,0
1981,7,21,5.55,18.95,0
1981,7,22,6.25,20.65,0
1981,7,23,7.25,20.65,0.5
1981,7,24,8.45,22.35,2.4
1981,7,25,10.25,22.35,0
1981,7,26,9.55,24.05,0
1981,7,27,11.45,25.55,0
1981,7,28,9.25,20.15,0
1981,7,29,3.15,12.75,0.7
1981,7,30,2.55,18.05,0
1981,7,31,5.95,19.75,0
1981,8,1,6.65,21.45,0
1981,8,2,7.15,21.85,0
1981,8,3,7.35,19.35,0
1981,8,4,6.35,20.75,0
1981,8,5,8.45,24.35,0
1981,8,6,12.85,26.85,0
1981,8,7,15.55,28.75,0
1981,8,8,16.35,29.15,0
1981,8,9,15.85,27.95,0
1981,8,10,15.35,29.15,0
1981,8,11,14.95,29.75,0
1981,8,12,13.45,27.85,0
1981,8,13,13.25,28.95,0
1981,8,14,12.95,26.95,0
1981,8,15,11.95,26.95,0
1981,8,16,12.25,26.55,0
1981,8,17,10.45,24.75,0
1981,8,18,11.65,27.55,0.3
1981,8,19,12.35,27.25,4.5
1981,8,20,6.05,17.95,0
1981,8,21,4.75,20.15,0
1981,8,22,7.55,24.45,0
1981,8,23,12.05,27.25,0
1981,8,24,9.35,19.75,0
1981,8,25,7.95,18.85,0
1981,8,26,5.85,20.35,0
1981,8,27,3.05,18.75,0
1981,8,28,4.45,21.75,0
1981,8,29,7.15,18.55,0.8
1981,8,30,5.15,17.35,0.9
1981,8,31,3.85,14.55,6.3
1981,9,1,3.65,10.95,9.5
1981,9,2,1.05,14.65,0
1981,9,3,5.45,17.25,0
1981,9,4,4.75,14.65,0
1981,9,5,2.35,16.65,0
1981,9,6,5.75,20.65,0
1981,9,7,9.05,24.15,0
1981,9,8,11.95,26.45,0
1981,9,9,7.75,19.35,0
1981,9,10,3.95,18.75,0
1981,9,11,7.25,22.35,0
1981,9,12,5.85,20.65,0
1981,9,13,7.35,21.15,0
1981,9,14,7.35,22.85,0.7
1981,9,15,10.95,24.85,0.5
1981,9,16,11.85,26.95,2.1
1981,9,17,13.55,27.65,0.7
1981,9,18,9.95,21.05,3
1981,9,19,3.25,11.55,7
1981,9,20,-0.45,9.85,5.7
1981,9,21,1.25,7.05,4.6
1981,9,22,0.25,6.55,1.3
1981,9,23,-1.35,9.75,2.3
1981,9,24,-1.05,9.65,3.1
1981,9,25,-0.55,9.05,0
1981,9,26,-0.15,6.25,9
1981,9,27,2.55,9.45,18.2
1981,9,28,1.85,9.15,2.2
1981,9,29,-1.35,9.35,0.5
1981,9,30,-0.25,10.95,0.3
1981,10,1,2.75,11.45,15.6
1981,10,2,-0.65,6.05,5.9
1981,10,3,-3.45,2.65,0.4
1981,10,4,-4.75,4.35,1.9
1981,10,5,-0.75,5.65,17
1981,10,6,2.75,7.55,31.4
1981,10,7,-0.05,4.85,3.3
1981,10,8,-0.75,4.25,8.1
1981,10,9,-3.05,4.65,2.8
1981,10,10,-2.75,4.55,0.6
1981,10,11,-3.85,4.65,0
1981,10,12,-3.35,4.45,0
1981,10,13,-2.05,5.55,0
1981,10,14,-0.85,9.75,0
1981,10,15,1.15,11.85,0
1981,10,16,1.75,12.15,0.3
1981,10,17,2.85,13.95,0
1981,10,18,3.15,15.15,0
1981,10,19,2.45,11.85,0
1981,10,20,-3.25,6.25,0
1981,10,21,-4.05,5.35,0
1981,10,22,-2.45,8.25,0
1981,10,23,0.35,11.05,0
1981,10,24,2.25,11.05,0
1981,10,25,1.85,11.05,0
1981,10,26,1.95,6.75,4.1
1981,10,27,3.55,6.35,6.5
1981,10,28,-0.15,4.85,8.4
1981,10,29,-1.85,1.75,15.3
1981,10,30,-4.45,2.75,15.7
1981,10,31,1.95,8.35,0.6
1981,11,1,3.45,9.05,0
1981,11,2,0.65,9.55,0
1981,11,3,-3.15,4.15,0.9
1981,11,4,-5.45,4.35,0
1981,11,5,-3.85,5.45,0
1981,11,6,-4.15,5.85,0
1981,11,7,-2.05,6.25,0
1981,11,8,-2.25,6.55,0
1981,11,9,-0.55,8.35,0
1981,11,10,-1.75,6.45,1.6
1981,11,11,2.35,5.25,12.5
1981,11,12,-1.95,2.55,7.2
1981,11,13,-2.35,1.45,16.6
1981,11,14,-2.55,1.55,31.8
1981,11,15,-4.05,0.35,6.8
1981,11,16,-4.65,1.15,3.5
1981,11,17,-2.05,0.15,15.3
1981,11,18,-4.45,0.05,2.1
1981,11,19,-2.75,1.05,4.8
1981,11,20,-2.75,0.45,4.3
1981,11,21,-1.75,0.75,9.7
1981,11,22,-3.85,-2.15,2.9
1981,11,23,-5.85,-1.35,1
1981,11,24,-7.25,-1.45,0
1981,11,25,-8.35,-2.85,0
1981,11,26,-6.75,-3.15,0
1981,11,27,-9.55,-3.35,0
1981,11,28,-11.05,-3.85,0.3
1981,11,29,-8.85,-2.65,12.6
1981,11,30,-7.95,-2.15,13.1
1981,12,1,-3.75,-0.15,29.2
1981,12,2,-6.95,1.95,28.5
1981,12,3,-7.25,-2.15,1.5
1981,12,4,-5.75,1.95,9.1
1981,12,5,-2.35,2.55,25
1981,12,6,-2.25,0.25,4.1
1981,12,7,-6.85,-1.35,1.1
1981,12,8,-7.45,-0.45,0.4
1981,12,9,-2.15,3.35,4.2
1981,12,10,-6.45,-0.65,5.4
1981,12,11,-8.65,-3.55,0
1981,12,12,-9.45,-4.05,0.6
1981,12,13,-9.15,-5.15,15.8
1981,12,14,-7.05,-1.55,10.7
1981,12,15,-5.95,-1.15,18.3
1981,12,16,-8.85,-2.45,0
1981,12,17,-8.55,-2.65,0.3
1981,12,18,-6.25,-3.05,10
1981,12,19,-5.55,1.55,18.1
1981,12,20,-8.25,-1.65,1.5
1981,12,21,-9.05,-3.85,1.9
1981,12,22,-12.55,-4.45,0.3
1981,12,23,-11.25,-3.55,0
1981,12,24,-7.65,-1.95,26.8
1981,12,25,-9.05,-4.05,2.8
1981,12,26,-9.55,-3.75,8.9
1981,12,27,-10.25,-6.45,6.9
1981,12,28,-12.05,-6.35,3
1981,12,29,-16.45,-6.05,0.4
1981,12,30,-14.95,-6.35,0.9
1981,12,31,-13.95,-8.05,7.1
1982,1,1,-12.45,-6.15,2.8
1982,1,2,-11.55,-7.65,4.3
1982,1,3,-11.15,-6.55,8.9
1982,1,4,-12.25,-8.05,6.2
1982,1,5,-21.95,-12.05,1.4
1982,1,6,-23.55,-10.45,0.9
1982,1,7,-14.65,-4.15,1.4
1982,1,8,-6.05,-0.35,1.6
1982,1,9,-6.65,0.05,0
1982,1,10,-7.15,-1.35,4
1982,1,11,-5.75,-1.05,6.7
1982,1,12,-9.55,-3.15,1.4
1982,1,13,-5.25,-1.15,5.9
1982,1,14,-3.05,-0.05,10.3
1982,1,15,-4.35,-1.25,18.8
1982,1,16,-7.25,0.05,37
1982,1,17,-7.75,-2.95,6.9
1982,1,18,-9.95,-3.55,0.6
1982,1,19,-9.05,-4.05,1.9
1982,1,20,-8.45,-4.05,1
1982,1,21,-10.15,-4.15,9.8
1982,1,22,-11.85,-3.55,60.1
1982,1,23,-3.65,1.65,70.4
1982,1,24,-7.15,0.95,12.6
1982,1,25,-6.45,0.35,6.4
1982,1,26,-5.85,0.15,6.4
1982,1,27,-7.65,-2.35,1.6
1982,1,28,-5.65,-2.05,4.1
1982,1,29,-6.65,-0.95,7.2
1982,1,30,-3.15,-0.35,11
1982,1,31,-8.95,-1.05,2.3
1982,2,1,-9.15,-1.45,11
1982,2,2,-6.35,-0.45,1.3
1982,2,3,-11.15,-4.05,0
1982,2,4,-15.85,-9.05,0
1982,2,5,-13.25,-5.45,0
1982,2,6,-13.55,-5.35,0
1982,2,7,-13.45,-5.45,0
1982,2,8,-13.25,-6.75,0
1982,2,9,-16.55,-8.45,0
1982,2,10,-15.25,-6.25,1.1
1982,2,11,-12.65,-1.95,23.5
1982,2,12,-6.95,0.25,34.7
1982,2,13,-2.95,3.25,107.1
1982,2,14,-0.75,4.15,46.5
1982,2,15,-1.85,3.85,39.9
1982,2,16,-1.95,2.75,36.5
1982,2,17,-5.15,3.35,29.7
1982,2,18,-6.05,1.35,31.2
1982,2,19,-3.95,2.05,53.1
1982,2,20,-4.45,4.05,62.6
1982,2,21,-9.45,-1.25,1.2
1982,2,22,-9.95,-4.55,2.2
1982,2,23,-11.55,-5.95,2.1
1982,2,24,-11.25,-2.35,0.3
1982,2,25,-7.45,0.95,1.7
1982,2,26,-5.35,1.95,5.1
1982,2,27,-10.25,-0.95,1.7
1982,2,28,-5.65,3.95,16.5
1982,3,1,-3.65,4.55,32.7
1982,3,2,-4.65,3.05,3.4
1982,3,3,-4.65,1.55,8.1
1982,3,4,-6.25,1.15,1.8
1982,3,5,-8.55,1.45,0
1982,3,6,-7.15,3.25,0
1982,3,7,-6.25,5.15,0
1982,3,8,-5.05,3.85,15.5
1982,3,9,-2.25,3.65,44.5
1982,3,10,-5.75,5.15,5.4
1982,3,11,-8.45,1.95,28.8
1982,3,12,-8.85,-0.85,17
1982,3,13,-5.15,1.25,7.2
1982,3,14,-7.35,0.45,0.6
1982,3,15,-8.75,-2.65,0
1982,3,16,-9.45,1.75,0
1982,3,17,-6.15,0.45,0
1982,3,18,-7.65,2.05,0
1982,3,19,-6.85,1.25,0
1982,3,20,-6.85,2.15,0.9
1982,3,21,-6.65,4.65,0
1982,3,22,-6.05,6.45,0
1982,3,23,-4.65,6.75,0
1982,3,24,-4.85,5.35,0
1982,3,25,-4.55,6.55,0.4
1982,3,26,-4.25,3.55,1.5
1982,3,27,-6.15,2.35,13.4
1982,3,28,-7.15,0.25,11.8
1982,3,29,-7.45,-0.25,1
1982,3,30,-7.95,0.55,9.7
1982,3,31,-7.25,2.15,12
1982,4,1,-8.15,1.85,3.8
1982,4,2,-6.05,1.85,5.5
1982,4,3,-5.25,1.55,2.3
1982,4,4,-5.95,2.05,1.2
1982,4,5,-6.25,2.05,0
1982,4,6,-6.35,2.95,1.4
1982,4,7,-5.75,1.95,0.3
1982,4,8,-6.55,4.95,0
1982,4,9,-5.95,7.65,0.3
1982,4,10,-3.85,7.95,5.3
1982,4,11,-0.25,9.35,24
1982,4,12,-2.25,4.85,5.3
1982,4,13,-3.85,2.95,8.6
1982,4,14,-5.85,1.25,2
1982,4,15,-6.85,1.75,5.4
1982,4,16,-7.65,3.45,0.6
1982,4,17,-6.35,0.75,9.7
1982,4,18,-8.95,-0.35,2.8
1982,4,19,-8.65,5.25,0.4
1982,4,20,-6.05,8.15,0
1982,4,21,-3.05,11.45,0.6
1982,4,22,-0.25,15.95,0
1982,4,23,-0.75,9.25,0
1982,4,24,-5.15,6.15,0
1982,4,25,-4.55,8.65,0
1982,4,26,-3.85,9.95,0
1982,4,27,-3.35,10.55,0.8
1982,4,28,-4.15,6.15,12.9
1982,4,29,-7.35,6.35,0.3
1982,4,30,-1.45,12.05,2.1
1982,5,1,0.15,9.45,0
1982,5,2,-2.05,8.05,1.3
1982,5,3,-3.85,0.45,10.5
1982,5,4,-5.55,5.85,0.8
1982,5,5,-4.95,11.55,0
1982,5,6,0.15,10.85,1.6
1982,5,7,-1.75,5.65,0.4
1982,5,8,-3.85,6.25,0.5
1982,5,9,-2.15,10.05,0.4
1982,5,10,-0.85,13.05,0
1982,5,11,0.25,12.15,0
1982,5,12,-0.35,11.05,0
1982,5,13,-0.05,13.15,0.7
1982,5,14,1.35,12.95,0
1982,5,15,-0.95,15.05,0
1982,5,16,2.15,13.05,0
1982,5,17,-0.45,9.15,3.6
1982,5,18,-3.45,7.55,0.3
1982,5,19,-3.95,12.45,0
1982,5,20,0.85,15.55,0
1982,5,21,2.15,17.45,0
1982,5,22,3.05,11.35,0
1982,5,23,-1.45,14.95,0
1982,5,24,3.85,21.05,0
1982,5,25,4.85,13.55,0
1982,5,26,-0.75,6.45,1.7
1982,5,27,-0.85,10.45,1.1
1982,5,28,1.15,13.55,1.8
1982,5,29,2.45,13.55,0
1982,5,30,2.05,15.95,0
1982,5,31,3.15,15.55,0
1982,6,1,2.95,12.45,0.7
1982,6,2,-1.05,12.05,0
1982,6,3,-1.55,12.15,0
1982,6,4,-0.85,10.95,0.4
1982,6,5,-1.25,9.85,0
1982,6,6,-0.65,9.75,0
1982,6,7,-1.25,12.35,0
1982,6,8,0.65,15.85,0
1982,6,9,5.25,18.85,0
1982,6,10,5.35,20.45,0
1982,6,11,8.75,20.35,0.6
1982,6,12,8.55,20.85,0.3
1982,6,13,6.55,19.65,0
1982,6,14,4.15,20.25,0
1982,6,15,6.55,21.85,0
1982,6,16,6.35,21.05,0
1982,6,17,7.85,23.45,0
1982,6,18,10.85,24.05,0
1982,6,19,13.05,25.05,0
1982,6,20,10.25,24.15,0.7
1982,6,21,9.95,22.35,0
1982,6,22,7.75,20.05,0
1982,6,23,5.85,21.65,0
1982,6,24,8.65,22.95,0.6
1982,6,25,9.45,21.55,0
1982,6,26,7.25,15.75,4.3
1982,6,27,6.85,17.15,1.2
1982,6,28,5.95,17.05,1.9
1982,6,29,6.15,18.75,1.9
1982,6,30,7.35,15.25,2.6
1982,7,1,5.75,16.65,1.5
1982,7,2,4.25,16.95,3.1
1982,7,3,3.65,11.35,7.6
1982,7,4,0.35,13.45,0
1982,7,5,1.85,14.55,2.9
1982,7,6,1.75,19.05,0
1982,7,7,6.85,17.75,4.6
1982,7,8,2.85,18.25,0
1982,7,9,4.45,19.35,0
1982,7,10,5.55,21.35,0
1982,7,11,9.25,23.05,0
1982,7,12,8.35,21.55,0.9
1982,7,13,7.35,20.55,3.6
1982,7,14,1.25,10.05,5.4
1982,7,15,-0.05,9.25,2.1
1982,7,16,-0.75,18.65,0
1982,7,17,7.45,21.15,0
1982,7,18,7.45,19.85,0
1982,7,19,6.15,20.95,0
1982,7,20,6.35,21.95,0
1982,7,21,3.65,15.05,0
1982,7,22,0.05,18.05,0
1982,7,23,2.65,20.25,0.8
1982,7,24,8.15,23.45,0
1982,7,25,10.25,25.75,0
1982,7,26,11.75,28.05,0
1982,7,27,13.55,29.25,0
1982,7,28,14.25,27.95,0
1982,7,29,14.05,28.45,4
1982,7,30,12.75,23.55,2.3
1982,7,31,7.15,20.15,0
1982,8,1,4.05,15.05,0.9
1982,8,2,1.85,14.45,0.4
1982,8,3,2.85,16.75,0
1982,8,4,3.75,17.65,0
1982,8,5,4.85,19.45,0
1982,8,6,6.55,24.05,0
1982,8,7,12.45,28.25,0
1982,8,8,16.05,26.75,2.9
1982,8,9,12.05,23.25,0.6
1982,8,10,6.05,15.45,0
1982,8,11,4.95,14.45,1.4
1982,8,12,4.55,14.65,3.9
1982,8,13,6.55,15.95,4.3
1982,8,14,0.65,15.85,4
1982,8,15,4.05,18.35,0.4
1982,8,16,6.45,18.75,0
1982,8,17,5.25,20.45,0
1982,8,18,5.85,21.65,0
1982,8,19,9.95,26.05,1.7
1982,8,20,15.35,27.45,4.7
1982,8,21,11.35,25.25,0
1982,8,22,8.05,24.35,0
1982,8,23,8.55,22.85,0
1982,8,24,10.65,24.95,0
1982,8,25,12.75,24.95,0
1982,8,26,8.85,22.75,0
1982,8,27,6.35,19.15,0
1982,8,28,3.75,18.65,0
1982,8,29,6.85,15.25,1.5
1982,8,30,5.25,15.15,0.7
1982,8,31,3.25,16.75,0
1982,9,1,5.15,21.95,0
1982,9,2,11.25,22.55,3.5
1982,9,3,8.25,19.45,4.5
1982,9,4,3.55,15.25,1
1982,9,5,3.45,17.95,0
1982,9,6,8.05,19.65,0
1982,9,7,7.15,17.45,0
1982,9,8,6.35,18.15,1.2
1982,9,9,2.85,10.65,13.1
1982,9,10,-0.75,8.25,6.5
1982,9,11,0.55,9.45,19.5
1982,9,12,0.95,12.35,1.3
1982,9,13,0.85,13.65,0
1982,9,14,1.75,10.85,0
1982,9,15,0.65,13.35,0
1982,9,16,3.75,16.85,0
1982,9,17,5.85,18.75,0
1982,9,18,7.35,20.55,0
1982,9,19,6.45,16.35,7.8
1982,9,20,6.85,16.05,3.5
1982,9,21,3.15,15.85,0
1982,9,22,6.75,18.25,0
1982,9,23,7.25,19.05,2.2
1982,9,24,5.25,11.35,21.5
1982,9,25,4.05,12.55,3.2
1982,9,26,2.45,11.95,1.6
1982,9,27,0.75,11.75,0
1982,9,28,1.45,6.65,3.7
1982,9,29,-0.25,11.95,0
1982,9,30,0.85,9.15,0
1982,10,1,0.35,11.35,1
1982,10,2,0.55,6.85,5.8
1982,10,3,-3.15,6.55,0
1982,10,4,-0.25,5.95,1.2
1982,10,5,-1.35,7.65,0
1982,10,6,-0.45,6.35,10.9
1982,10,7,-2.55,0.85,5.8
1982,10,8,-3.85,3.45,3.3
1982,10,9,-1.95,8.85,0
1982,10,10,0.95,11.25,0
1982,10,11,3.45,14.85,3.1
1982,10,12,4.15,14.25,0
1982,10,13,4.85,15.25,0
1982,10,14,4.85,14.35,0
1982,10,15,3.85,11.95,0
1982,10,16,1.55,6.05,9.1
1982,10,17,-5.25,0.65,1.8
1982,10,18,-6.75,1.95,0
1982,10,19,-5.15,4.05,0
1982,10,20,-4.55,7.35,0.4
1982,10,21,-0.05,4.55,21.3
1982,10,22,1.75,5.35,28.2
1982,10,23,0.95,6.85,1.9
1982,10,24,0.75,8.45,2.4
1982,10,25,2.15,7.25,7.4
1982,10,26,-1.35,3.45,9.1
1982,10,27,-3.55,1.65,8.4
1982,10,28,-1.05,3.05,23.5
1982,10,29,-2.75,4.05,10.7
1982,10,30,-4.75,1.95,1.6
1982,10,31,-4.85,-0.25,2.4
1982,11,1,-5.25,0.65,2.7
1982,11,2,-5.65,1.95,0
1982,11,3,-2.85,3.05,2.4
1982,11,4,-2.35,2.35,23.9
1982,11,5,-3.25,1.15,10.9
1982,11,6,-6.85,-3.05,2.2
1982,11,7,-7.35,-0.85,0.4
1982,11,8,-6.45,0.25,0
1982,11,9,-6.65,-0.35,0
1982,11,10,-6.85,2.05,0
1982,11,11,-7.55,0.45,2.3
1982,11,12,-6.45,-0.55,0.8
1982,11,13,-9.25,-2.55,0
1982,11,14,-9.35,-1.25,0
1982,11,15,-7.15,-1.85,8.4
1982,11,16,-4.25,-1.55,28.9
1982,11,17,-3.75,-0.35,29
1982,11,18,-4.35,0.25,7.2
1982,11,19,-5.65,-1.95,5.4
1982,11,20,-9.45,-5.15,3.3
1982,11,21,-10.05,-5.65,0.5
1982,11,22,-12.75,-6.65,0
1982,11,23,-13.05,-5.65,0
1982,11,24,-12.95,-3.95,0
1982,11,25,-11.25,-4.05,0
1982,11,26,-8.25,-3.35,6.3
1982,11,27,-6.15,-2.55,6.5
1982,11,28,-3.45,-1.05,8.6
1982,11,29,-3.75,-1.45,5.7
1982,11,30,-4.05,-0.25,2.3
1982,12,1,-6.35,-1.35,8.1
1982,12,2,-6.95,-1.05,50.8
1982,12,3,-2.85,2.45,57.9
1982,12,4,-6.65,0.15,0.9
1982,12,5,-6.65,-0.45,7.1
1982,12,6,-10.35,-3.75,6.4
1982,12,7,-12.25,-4.35,0
1982,12,8,-11.65,-4.65,0
1982,12,9,-10.15,-3.15,0
1982,12,10,-9.75,-2.05,0
1982,12,11,-9.35,-1.65,0.3
1982,12,12,-5.55,-1.05,12.6
1982,12,13,-8.05,-1.55,7.8
1982,12,14,-7.75,-1.75,19.2
1982,12,15,-3.35,-0.15,37.2
1982,12,16,-2.95,0.25,18
1982,12,17,-6.25,-0.45,11
1982,12,18,-6.85,-1.75,17.3
1982,12,19,-8.75,-3.15,4.9
1982,12,20,-7.85,-2.35,24.4
1982,12,21,-5.45,-1.65,13.9
1982,12,22,-9.05,-2.75,5.3
1982,12,23,-11.15,-3.95,0.3
1982,12,24,-13.15,-3.85,0.7
1982,12,25,-8.35,-4.15,4.3
1982,12,26,-13.65,-4.05,1.4
1982,12,27,-15.25,-7.05,0
1982,12,28,-15.05,-5.15,0
1982,12,29,-16.15,-2.95,0
