"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 10/18/2021

Product: Historical Climate (Daily) - gridMET (METDATA)(http://www.climatologylab.org/gridmet.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 47.4833 North,-121.0167 East" 
Variable List: 
tmmn: Min Temperature
tmmx: Max Temperature
pr: Precipitation
********************************************************
Year,Month,Day,tmmn(degC),tmmx(degC),pr(mm)
2010,11,27,-6.85,-1.75,3.5
2010,11,28,-7.75,-2.45,0
2010,11,29,-8.25,-2.75,3.6
2010,11,30,-6.85,-1.35,27.3
2010,12,1,-5.15,0.25,2.4
2010,12,2,-5.75,-1.35,0
2010,12,3,-8.85,-0.95,0
2010,12,4,-8.95,-3.85,0
2010,12,5,-6.45,-1.85,0.9
2010,12,6,-5.05,1.05,0
2010,12,7,-4.45,-0.15,5.4
2010,12,8,-3.95,0.55,12.3
2010,12,9,-3.55,-0.25,28.5
2010,12,10,-4.85,-0.75,10.3
2010,12,11,-5.55,1.05,45.8
2010,12,12,-1.25,4.45,51.9
2010,12,13,-1.85,3.05,14.9
2010,12,14,-5.75,0.55,10.2
2010,12,15,-6.35,-1.95,5.4
2010,12,16,-7.05,-2.85,0
2010,12,17,-8.05,-3.55,0
2010,12,18,-8.85,-4.45,4.3
2010,12,19,-8.45,-4.75,2.3
2010,12,20,-7.35,-3.95,3.5
2010,12,21,-5.75,-1.35,0
2010,12,22,-5.45,-1.15,4.1
2010,12,23,-6.15,-1.35,0
2010,12,24,-4.35,-0.65,9.8
2010,12,25,-3.45,0.55,5.4
2010,12,26,-5.75,-1.25,6.3
2010,12,27,-6.25,-1.35,19.3
2010,12,28,-6.05,0.25,0.7
2010,12,29,-10.45,-4.55,0
2010,12,30,-15.35,-7.45,0
2010,12,31,-15.75,-6.55,0
2011,1,1,-15.75,-6.55,0
2011,1,2,-13.45,-4.55,0
2011,1,3,-13.25,-5.55,0
2011,1,4,-11.95,-1.35,0
2011,1,5,-5.75,-0.85,14.9
2011,1,6,-1.95,1.05,8.2
2011,1,7,-3.35,0.65,10.3
2011,1,8,-9.55,-2.95,3.5
2011,1,9,-9.25,-5.85,7.9
2011,1,10,-15.35,-8.35,0.3
2011,1,11,-17.05,-9.75,0
2011,1,12,-12.05,0.85,43.5
2011,1,13,-1.75,1.65,37.2
2011,1,14,-0.65,2.35,17.3
2011,1,15,-0.75,2.65,8.8
2011,1,16,-0.05,6.15,105.8
2011,1,17,-4.35,2.15,23.9
2011,1,18,-7.65,-2.65,1.3
2011,1,19,-12.05,-3.25,1.1
2011,1,20,-9.15,-1.45,0.7
2011,1,21,-2.55,2.35,19.4
2011,1,22,-4.85,0.55,2.8
2011,1,23,-2.85,1.25,3.9
2011,1,24,-2.35,3.35,2.9
2011,1,25,-2.45,1.45,17
2011,1,26,-2.05,4.35,3.7
2011,1,27,-0.65,5.45,0
2011,1,28,-2.65,2.55,1
2011,1,29,-1.95,0.75,1.8
2011,1,30,-5.45,-0.95,0.8
2011,1,31,-10.15,-3.85,0.9
2011,2,1,-14.15,-6.35,3.4
2011,2,2,-12.35,-0.85,0
2011,2,3,-6.35,2.35,3.1
2011,2,4,-0.15,4.05,22.6
2011,2,5,-4.65,2.05,0
2011,2,6,-4.15,1.55,6.6
2011,2,7,-5.35,-0.25,15.5
2011,2,8,-7.85,-2.15,0.8
2011,2,9,-12.55,-2.85,7.6
2011,2,10,-9.45,0.45,6
2011,2,11,-5.15,4.95,6.1
2011,2,12,-2.15,3.65,4.5
2011,2,13,-6.15,1.55,7
2011,2,14,-2.55,3.15,5.8
2011,2,15,-7.55,0.45,7
2011,2,16,-8.35,-1.75,1.1
2011,2,17,-10.85,-3.15,0.5
2011,2,18,-10.55,-1.95,0.8
2011,2,19,-10.15,-2.65,0
2011,2,20,-12.15,-2.75,0
2011,2,21,-11.75,-2.35,0
2011,2,22,-9.15,-4.25,17.2
2011,2,23,-12.65,-5.45,22.5
2011,2,24,-16.65,-8.85,2.9
2011,2,25,-22.55,-11.55,0
2011,2,26,-21.15,-8.45,1.4
2011,2,27,-12.75,-2.45,32.1
2011,2,28,-8.75,-2.55,18.6
2011,3,1,-9.25,0.55,11.5
2011,3,2,-7.25,1.35,12
2011,3,3,-9.75,-0.45,6.2
2011,3,4,-11.65,0.45,4.2
2011,3,5,-6.35,0.45,8.6
2011,3,6,-9.35,-0.35,0
2011,3,7,-11.55,-1.85,0.7
2011,3,8,-10.45,0.85,8.4
2011,3,9,-7.15,3.55,20.1
2011,3,10,-3.95,3.05,29.2
2011,3,11,-7.45,1.05,1.1
2011,3,12,-5.55,3.15,3.3
2011,3,13,-5.95,4.15,13.7
2011,3,14,-4.35,1.75,4.9
2011,3,15,-3.95,3.85,11.5
2011,3,16,-6.15,1.35,2.5
2011,3,17,-8.15,1.45,1
2011,3,18,-4.95,3.35,10.4
2011,3,19,-6.65,0.95,13.7
2011,3,20,-6.75,3.05,2.6
2011,3,21,-4.85,2.45,3.2
2011,3,22,-7.85,0.45,0
2011,3,23,-7.25,3.25,0
2011,3,24,-3.15,4.85,12.9
2011,3,25,-3.85,2.55,9.4
2011,3,26,-5.95,3.55,6.3
2011,3,27,-5.05,3.65,1.7
2011,3,28,-4.95,3.35,2.1
2011,3,29,-4.05,4.55,7.9
2011,3,30,-1.45,7.35,51.8
2011,3,31,-1.05,6.85,61.6
2011,4,1,-3.05,6.85,10.8
2011,4,2,-5.05,3.85,20.9
2011,4,3,-6.55,3.35,3.3
2011,4,4,-5.05,3.55,20.5
2011,4,5,-6.05,1.65,13.3
2011,4,6,-6.25,0.25,7.1
2011,4,7,-8.15,1.75,1.2
2011,4,8,-7.45,5.25,0.3
2011,4,9,-4.55,2.45,0
2011,4,10,-3.75,4.85,4.1
2011,4,11,-5.65,2.25,5.8
2011,4,12,-8.75,4.95,0.9
2011,4,13,-4.25,4.65,2.2
2011,4,14,-6.65,2.85,9.7
2011,4,15,-7.95,3.25,7.2
2011,4,16,-2.95,4.75,3.5
2011,4,17,-8.15,1.85,0
2011,4,18,-9.25,1.15,0
2011,4,19,-8.45,1.65,1.2
2011,4,20,-8.15,5.15,0
2011,4,21,-6.35,0.75,1
2011,4,22,-8.25,5.65,0.3
2011,4,23,-5.65,8.75,0
2011,4,24,-2.65,8.65,0.6
2011,4,25,-3.85,5.25,9.9
2011,4,26,-4.65,4.05,1
2011,4,27,-3.85,3.95,3.1
2011,4,28,-6.15,1.55,6.9
2011,4,29,-7.15,4.45,0.4
2011,4,30,-4.45,5.95,0
2011,5,1,-5.45,10.45,0
2011,5,2,-1.65,8.15,2.4
2011,5,3,-3.95,3.85,1
2011,5,4,-5.55,11.65,0
2011,5,5,0.25,7.05,0
2011,5,6,-1.95,4.05,0.5
2011,5,7,-1.25,5.65,3.1
2011,5,8,-3.55,5.05,1.7
2011,5,9,-2.95,11.15,0.6
2011,5,10,-1.35,14.45,0
2011,5,11,0.85,10.95,1.5
2011,5,12,-5.15,8.25,0.5
2011,5,13,-1.85,14.15,0
2011,5,14,6.15,17.35,8.3
2011,5,15,0.95,8.45,48.6
2011,5,16,-1.45,5.35,1.1
2011,5,17,-4.25,9.95,0
2011,5,18,-0.55,12.75,0
2011,5,19,-1.15,14.15,0
2011,5,20,0.55,16.35,0
2011,5,21,2.55,10.75,0.8
2011,5,22,0.35,9.15,0
2011,5,23,-2.75,10.15,0
2011,5,24,-1.25,13.15,1
2011,5,25,2.75,10.25,11.4
2011,5,26,-2.45,6.55,3.6
2011,5,27,-1.45,6.15,1
2011,5,28,-4.05,7.85,1.4
2011,5,29,-0.85,12.65,0.4
2011,5,30,-1.25,13.05,2.6
2011,5,31,3.15,13.15,12.1
2011,6,1,1.35,10.15,8.1
2011,6,2,0.55,7.75,1.3
2011,6,3,-1.75,15.15,0.3
2011,6,4,3.25,19.15,0
2011,6,5,6.15,20.45,0
2011,6,6,5.65,18.75,0
2011,6,7,2.65,12.85,0
2011,6,8,1.35,12.95,3.7
2011,6,9,2.55,16.65,0
2011,6,10,4.05,15.15,0
2011,6,11,2.25,14.85,0
2011,6,12,1.85,16.55,0
2011,6,13,4.35,14.15,0.7
2011,6,14,-0.25,13.15,0
2011,6,15,-0.35,8.15,0.6
2011,6,16,-0.75,12.45,0
2011,6,17,0.85,17.05,0
2011,6,18,3.45,10.75,2.4
2011,6,19,3.05,14.65,0
2011,6,20,2.25,16.35,0.7
2011,6,21,3.15,19.65,0
2011,6,22,9.25,20.35,0
2011,6,23,1.85,13.85,0
2011,6,24,-0.15,10.65,1.2
2011,6,25,-1.55,13.85,0
2011,6,26,0.25,18.05,0
2011,6,27,8.55,19.55,0
2011,6,28,10.05,21.15,0.3
2011,6,29,6.45,14.45,0.6
2011,6,30,2.45,12.25,0.7
2011,7,1,-0.05,17.95,0.9
2011,7,2,6.85,21.95,0
2011,7,3,5.35,17.15,0
2011,7,4,2.75,20.25,0
2011,7,5,4.55,22.65,0
2011,7,6,8.15,24.35,0
2011,7,7,8.85,20.35,0
2011,7,8,0.85,13.35,0.8
2011,7,9,1.05,16.75,0
2011,7,10,3.85,18.75,0
2011,7,11,4.65,19.55,0
2011,7,12,7.65,17.05,0.5
2011,7,13,3.85,15.85,0
2011,7,14,2.85,13.45,0
2011,7,15,2.75,19.85,0
2011,7,16,7.05,18.05,1
2011,7,17,5.75,20.15,0
2011,7,18,7.75,20.85,1.4
2011,7,19,6.25,16.05,1.6
2011,7,20,3.35,17.85,0.4
2011,7,21,5.35,16.05,0.4
2011,7,22,2.05,15.85,0
2011,7,23,3.75,21.65,0
2011,7,24,9.65,24.95,0
2011,7,25,9.55,19.35,6.8
2011,7,26,5.25,17.85,0.9
2011,7,27,4.45,17.45,0
2011,7,28,4.15,21.75,0
2011,7,29,6.15,19.85,0
2011,7,30,7.85,23.05,0
2011,7,31,7.35,20.25,0
2011,8,1,5.05,21.75,0
2011,8,2,7.55,21.15,0
2011,8,3,6.25,20.75,0
2011,8,4,8.65,23.15,0
2011,8,5,7.55,19.55,0
2011,8,6,7.45,20.55,0
2011,8,7,6.45,22.05,0
2011,8,8,7.15,22.25,0
2011,8,9,5.85,20.05,0
2011,8,10,4.85,16.95,0
2011,8,11,3.65,20.55,0
2011,8,12,5.85,22.65,0
2011,8,13,6.95,20.35,0
2011,8,14,5.45,18.55,0
2011,8,15,5.05,16.75,0
2011,8,16,3.35,20.05,0
2011,8,17,5.35,21.15,0
2011,8,18,5.25,19.05,0
2011,8,19,5.75,21.65,0
2011,8,20,8.95,23.95,0
2011,8,21,11.65,26.55,0
2011,8,22,9.65,21.95,0
2011,8,23,9.35,21.95,0
2011,8,24,9.55,24.35,0
2011,8,25,11.65,24.55,0.6
2011,8,26,10.85,25.55,0
2011,8,27,9.65,25.65,0
2011,8,28,9.85,27.15,0
2011,8,29,9.75,22.65,0
2011,8,30,5.65,17.05,0
2011,8,31,4.05,13.65,0
2011,9,1,1.25,15.55,0
2011,9,2,2.65,15.15,0
2011,9,3,4.35,17.95,0
2011,9,4,6.05,22.15,0
2011,9,5,8.15,22.95,0
2011,9,6,6.85,23.05,0
2011,9,7,9.55,25.75,0
2011,9,8,12.45,26.85,0
2011,9,9,12.05,26.55,0
2011,9,10,13.65,26.75,0
2011,9,11,14.35,27.95,0
2011,9,12,10.95,24.55,0
2011,9,13,7.35,22.05,0
2011,9,14,5.75,20.85,0
2011,9,15,4.85,12.35,0
2011,9,16,1.15,13.15,0
2011,9,17,-0.35,10.95,0.9
2011,9,18,4.85,15.05,9.1
2011,9,19,5.95,14.55,2.9
2011,9,20,4.25,18.55,0
2011,9,21,7.05,21.65,0
2011,9,22,8.95,19.95,0
2011,9,23,9.85,22.15,0
2011,9,24,9.35,25.25,0
2011,9,25,4.55,15.75,1.4
2011,9,26,0.15,7.95,15.5
2011,9,27,3.85,10.35,5.4
2011,9,28,-0.95,12.85,0.6
2011,9,29,3.95,16.95,0.4
2011,9,30,7.15,17.15,0
2011,10,1,5.35,13.75,1.6
2011,10,2,1.85,12.35,7.1
2011,10,3,4.45,9.35,1.6
2011,10,4,2.45,8.35,4.9
2011,10,5,1.65,5.55,26.5
2011,10,6,0.85,6.95,2.4
2011,10,7,2.25,7.65,2
2011,10,8,0.45,11.05,0.4
2011,10,9,1.95,9.85,0.8
2011,10,10,3.55,6.65,9.5
2011,10,11,1.45,4.85,34.8
2011,10,12,-0.85,5.85,9.4
2011,10,13,-2.45,7.35,0.5
2011,10,14,1.55,6.95,1.1
2011,10,15,-0.65,9.15,0
2011,10,16,-0.15,9.45,0
2011,10,17,-0.85,10.55,0
2011,10,18,1.95,11.35,0
2011,10,19,2.05,12.55,0
2011,10,20,2.75,9.25,0
2011,10,21,2.65,6.95,5.3
2011,10,22,2.35,9.15,39.3
2011,10,23,0.45,7.85,5.9
2011,10,24,-2.85,3.15,2
2011,10,25,-3.95,4.35,0
2011,10,26,-3.45,3.15,0
2011,10,27,-5.35,4.65,1.7
2011,10,28,-2.25,7.25,11.8
2011,10,29,-2.65,4.75,3.8
2011,10,30,-0.45,6.45,6.3
2011,10,31,-3.75,1.65,5.7
2011,11,1,-6.15,2.75,0
2011,11,2,-3.85,4.75,0
2011,11,3,-4.75,-0.15,0.9
2011,11,4,-6.95,-0.05,0
2011,11,5,-9.05,-0.45,0
2011,11,6,-8.75,-0.55,0
2011,11,7,-8.05,0.85,2.4
2011,11,8,-5.25,2.35,0.9
2011,11,9,-4.05,4.75,0
2011,11,10,-2.55,7.35,0
2011,11,11,-4.15,3.25,7.6
2011,11,12,-6.65,-1.25,12.5
2011,11,13,-4.85,-0.65,26.5
2011,11,14,-5.05,-2.65,23.2
2011,11,15,-8.65,-3.55,0.4
2011,11,16,-9.25,-2.95,23.6
2011,11,17,-6.85,-0.75,33.4
2011,11,18,-10.25,-5.05,2.6
2011,11,19,-11.95,-5.75,2.9
2011,11,20,-14.85,-4.95,0
2011,11,21,-8.95,-1.45,6.9
2011,11,22,-1.75,1.35,34.3
2011,11,23,-2.55,2.25,17.7
2011,11,24,-8.45,-2.25,13.9
2011,11,25,-7.05,-3.25,14.7
2011,11,26,-6.15,0.25,1.6
2011,11,27,-1.85,2.45,13.2
2011,11,28,-6.35,-0.45,1.5
2011,11,29,-6.05,0.05,2.1
2011,11,30,-6.45,-0.35,0.9
2011,12,1,-6.85,1.45,0
2011,12,2,-8.45,-2.65,0
2011,12,3,-9.05,0.55,0
2011,12,4,-7.15,-0.95,0
2011,12,5,-7.65,0.45,0
2011,12,6,-4.35,1.65,0
2011,12,7,-7.35,-1.05,0.3
2011,12,8,-8.85,0.05,0
2011,12,9,-4.75,1.35,0
2011,12,10,-6.75,-0.35,0
2011,12,11,-9.25,-3.55,0.8
2011,12,12,-11.55,-4.35,0
2011,12,13,-10.85,-4.45,0
2011,12,14,-7.95,-1.15,0
2011,12,15,-6.75,-0.85,2.5
2011,12,16,-4.65,0.25,1.9
2011,12,17,-2.95,4.15,0
2011,12,18,-5.35,1.25,0.6
2011,12,19,-7.05,-0.15,0
2011,12,20,-5.85,-0.05,0.3
2011,12,21,-9.65,-3.95,3.8
2011,12,22,-10.95,-2.55,0
2011,12,23,-9.65,-2.05,1.1
2011,12,24,-4.65,1.75,1.9
2011,12,25,-5.25,1.45,4.5
2011,12,26,-7.85,-2.65,1.3
2011,12,27,-5.85,1.35,13.8
2011,12,28,0.05,3.05,49.3
2011,12,29,-3.85,2.45,18.9
2011,12,30,-5.95,1.15,58.4
2011,12,31,-8.25,-4.25,4.6
2012,1,1,-7.45,-0.85,1.3
2012,1,2,-5.45,1.85,8.6
2012,1,3,-3.05,2.15,1.5
2012,1,4,-0.85,4.75,6.8
2012,1,5,-6.55,0.95,13.2
2012,1,6,-8.25,-1.85,0
2012,1,7,-9.35,-1.55,0
2012,1,8,-4.35,1.95,0
2012,1,9,-2.75,2.25,0
2012,1,10,-9.05,-0.45,0
2012,1,11,-10.85,-3.45,0
2012,1,12,-10.55,-1.45,0
2012,1,13,-5.65,2.05,0
2012,1,14,-8.95,-1.15,10.6
2012,1,15,-11.55,-6.55,4.7
2012,1,16,-15.85,-7.35,8.5
2012,1,17,-11.05,-6.65,28.1
2012,1,18,-12.95,-3.15,38.7
2012,1,19,-5.25,-1.85,31.5
2012,1,20,-4.25,-0.35,7.5
2012,1,21,-6.55,0.25,17.5
2012,1,22,-10.75,-1.25,5.1
2012,1,23,-10.15,-3.45,3.5
2012,1,24,-10.05,0.75,19
2012,1,25,-5.85,0.85,26.6
2012,1,26,-9.45,-0.85,22.8
2012,1,27,-14.45,-4.95,0.7
2012,1,28,-10.75,-0.05,0.3
2012,1,29,-1.05,1.55,19.7
2012,1,30,-5.25,0.95,8.1
2012,1,31,-5.65,0.35,1.2
2012,2,1,-5.55,-0.05,6.1
2012,2,2,-8.05,0.35,0
2012,2,3,-6.85,-0.45,0
2012,2,4,-7.35,-0.45,0
2012,2,5,-8.15,-0.05,0
2012,2,6,-7.15,-0.55,0
2012,2,7,-6.85,-0.65,0
2012,2,8,-7.55,1.35,3.8
2012,2,9,-3.85,1.15,1.5
2012,2,10,-2.75,1.55,2
2012,2,11,-4.85,0.85,0.7
2012,2,12,-6.65,0.15,0.3
2012,2,13,-6.35,0.75,0.8
2012,2,14,-7.05,-1.35,1.2
2012,2,15,-10.25,-0.95,0
2012,2,16,-8.55,-0.25,2.6
2012,2,17,-5.65,1.35,2.8
2012,2,18,-6.05,-1.25,30.3
2012,2,19,-8.05,-1.95,4.8
2012,2,20,-8.85,-1.25,1.5
2012,2,21,-3.05,3.35,58.8
2012,2,22,-5.35,3.75,77.3
2012,2,23,-7.35,-1.75,0
2012,2,24,-7.25,1.55,15.9
2012,2,25,-7.35,-0.35,15.5
2012,2,26,-9.45,-3.85,2.9
2012,2,27,-13.75,-3.45,0.6
2012,2,28,-13.35,-3.35,0.7
2012,2,29,-9.55,0.25,23.4
2012,3,1,-10.55,-1.65,9.8
2012,3,2,-9.85,-0.25,8.1
2012,3,3,-4.15,4.45,3.6
2012,3,4,-3.55,4.05,3.6
2012,3,5,-8.25,1.75,5
2012,3,6,-10.55,-2.55,5.3
2012,3,7,-11.65,1.65,0
2012,3,8,-5.15,6.35,0
2012,3,9,-3.45,5.05,0
2012,3,10,-2.55,2.15,2.2
2012,3,11,-8.55,0.25,7.6
2012,3,12,-9.75,1.95,18.8
2012,3,13,-8.45,1.25,3.8
2012,3,14,-10.35,2.05,5.9
2012,3,15,-2.65,4.35,22.6
2012,3,16,-6.65,0.75,7.5
2012,3,17,-7.55,0.35,11.1
2012,3,18,-9.15,0.05,0.7
2012,3,19,-11.35,-1.35,1.4
2012,3,20,-6.55,-0.75,29.7
2012,3,21,-8.55,1.25,5.4
2012,3,22,-7.05,0.05,7.4
2012,3,23,-6.35,2.45,0
2012,3,24,-6.25,4.15,0
2012,3,25,-4.75,8.15,0
2012,3,26,-5.25,3.35,0.5
2012,3,27,-5.45,5.35,3.5
2012,3,28,-2.65,3.75,2.4
2012,3,29,-3.15,5.25,36.1
2012,3,30,-4.75,3.05,24.3
2012,3,31,-6.75,3.75,10.4
2012,4,1,-5.05,0.55,9.8
2012,4,2,-6.65,6.25,1.9
2012,4,3,-2.45,7.25,0
2012,4,4,-6.25,2.85,0
2012,4,5,-6.25,3.25,1.1
2012,4,6,-6.25,1.85,1.6
2012,4,7,-6.55,5.05,0
2012,4,8,-2.85,9.35,0
2012,4,9,0.85,11.85,0
2012,4,10,2.85,14.35,0
2012,4,11,0.95,11.35,3.1
2012,4,12,-2.95,7.75,2.4
2012,4,13,-3.75,9.15,1.4
2012,4,14,-3.75,8.85,0
2012,4,15,-3.45,7.65,0
2012,4,16,-0.15,7.65,12.4
2012,4,17,-5.85,6.45,0.4
2012,4,18,-2.25,5.35,0.6
2012,4,19,-3.55,7.35,10.6
2012,4,20,1.25,8.55,11.3
2012,4,21,-0.75,15.15,1.2
2012,4,22,4.75,20.45,0
2012,4,23,7.35,20.45,0
2012,4,24,5.05,13.95,0
2012,4,25,2.25,13.65,8.1
2012,4,26,-1.15,8.85,7.6
2012,4,27,-3.95,5.75,3.4
2012,4,28,-3.55,10.35,0.3
2012,4,29,-1.55,12.85,0
2012,4,30,-0.95,7.65,17.5
2012,5,1,-3.55,3.85,3.9
2012,5,2,-3.85,5.95,0.5
2012,5,3,-0.65,7.65,12.5
2012,5,4,-2.65,4.65,7.6
2012,5,5,-3.75,5.05,6.3
2012,5,6,-5.05,11.25,0
2012,5,7,1.35,15.25,0
2012,5,8,4.55,16.65,0
2012,5,9,-1.35,9.15,0
2012,5,10,-5.95,6.05,0
2012,5,11,-4.75,11.85,0
2012,5,12,-0.05,16.75,0
2012,5,13,2.05,20.45,0
2012,5,14,6.35,23.75,0
2012,5,15,6.05,20.75,0
2012,5,16,2.25,14.35,0
2012,5,17,-0.45,12.05,0
2012,5,18,-2.65,11.05,0
2012,5,19,-1.75,13.05,0
2012,5,20,4.45,12.15,0
2012,5,21,5.25,11.85,2.5
2012,5,22,0.55,8.25,2.9
2012,5,23,0.45,5.85,4
2012,5,24,-1.15,10.15,3
2012,5,25,1.05,13.05,5.4
2012,5,26,2.25,13.95,0
2012,5,27,3.05,13.85,0
2012,5,28,0.05,11.05,0
2012,5,29,-2.75,12.35,0
2012,5,30,0.75,13.55,0
2012,5,31,5.95,15.95,5.7
2012,6,1,6.25,14.65,2.1
2012,6,2,4.15,13.25,1.1
2012,6,3,0.95,9.85,0
2012,6,4,2.75,14.55,14.2
2012,6,5,1.65,10.25,9.2
2012,6,6,-2.25,8.95,1.3
2012,6,7,-1.35,10.15,10.8
2012,6,8,-1.05,8.85,1.6
2012,6,9,-1.35,9.65,4.5
2012,6,10,0.55,15.25,0
2012,6,11,1.45,18.55,3.3
2012,6,12,6.15,17.35,1.4
2012,6,13,3.85,13.15,1.2
2012,6,14,0.15,12.75,0
2012,6,15,-0.15,17.25,1.2
2012,6,16,7.85,15.75,0
2012,6,17,7.15,14.25,0.3
2012,6,18,2.05,9.15,0
2012,6,19,0.05,12.25,0
2012,6,20,1.35,16.85,0
2012,6,21,6.95,21.45,0
2012,6,22,7.65,17.75,7.1
2012,6,23,3.55,14.55,7.8
2012,6,24,1.55,14.55,3.3
2012,6,25,2.35,14.85,2.3
2012,6,26,2.95,9.35,0.6
2012,6,27,-1.05,17.15,0.7
2012,6,28,4.75,21.25,1.7
2012,6,29,7.55,16.65,0
2012,6,30,8.85,18.15,4.9
2012,7,1,7.25,19.55,1.4
2012,7,2,4.65,18.75,0.3
2012,7,3,5.05,12.55,8.1
2012,7,4,-0.25,16.85,0.8
2012,7,5,4.95,20.55,0
2012,7,6,8.05,24.15,0
2012,7,7,10.25,27.15,7.5
2012,7,8,12.75,29.95,0
2012,7,9,14.85,28.75,0.7
2012,7,10,11.35,25.05,0
2012,7,11,10.35,25.65,0
2012,7,12,10.85,26.55,0
2012,7,13,10.95,26.55,0
2012,7,14,12.25,25.55,0
2012,7,15,11.15,21.05,0
2012,7,16,8.75,25.55,1.4
2012,7,17,14.75,25.35,10.1
2012,7,18,10.75,23.85,0.5
2012,7,19,8.75,27.35,0
2012,7,20,11.45,23.15,5.2
2012,7,21,4.95,22.55,0
2012,7,22,7.05,21.15,0
2012,7,23,2.15,15.75,0
2012,7,24,3.75,22.55,0
2012,7,25,10.65,24.35,0
2012,7,26,11.65,26.75,4
2012,7,27,9.95,21.75,0
2012,7,28,6.45,21.65,0
2012,7,29,7.15,23.25,0
2012,7,30,7.65,20.65,0
2012,7,31,5.15,20.95,0
2012,8,1,6.35,21.65,0
2012,8,2,7.55,19.65,0
2012,8,3,6.85,23.25,0
2012,8,4,11.05,26.35,0
2012,8,5,14.65,28.65,0
2012,8,6,13.35,27.25,0
2012,8,7,13.05,29.15,0
2012,8,8,11.25,23.55,0
2012,8,9,7.55,23.75,0
2012,8,10,8.15,23.45,0
2012,8,11,8.55,25.95,0
2012,8,12,13.05,27.55,0
2012,8,13,11.55,26.85,0
2012,8,14,10.95,24.85,0
2012,8,15,10.55,23.85,0
2012,8,16,11.25,25.35,0
2012,8,17,11.85,28.35,0
2012,8,18,14.75,28.85,0
2012,8,19,13.05,28.85,0
2012,8,20,9.15,23.65,0
2012,8,21,9.75,23.05,0
2012,8,22,3.55,18.65,0
2012,8,23,3.55,15.75,0
2012,8,24,2.05,16.95,0
2012,8,25,4.95,21.15,0
2012,8,26,9.35,24.85,0
2012,8,27,5.25,19.55,0
2012,8,28,5.65,17.95,0
2012,8,29,2.35,16.15,0
2012,8,30,1.55,19.35,0
2012,8,31,3.45,16.85,0
2012,9,1,0.95,15.45,0
2012,9,2,1.85,16.65,0
2012,9,3,3.15,18.15,0
2012,9,4,4.75,19.65,0
2012,9,5,8.25,20.85,0
2012,9,6,7.65,19.95,3.7
2012,9,7,6.45,21.75,2.1
2012,9,8,9.25,24.85,0
2012,9,9,6.85,16.75,0.9
2012,9,10,3.25,11.65,0.3
2012,9,11,-2.05,12.65,0
2012,9,12,0.45,16.05,0
2012,9,13,4.55,20.35,0
2012,9,14,9.25,25.05,0
2012,9,15,7.15,20.35,0
2012,9,16,5.65,20.95,0
2012,9,17,7.65,23.15,0
2012,9,18,10.65,24.75,0
2012,9,19,8.35,24.95,0
2012,9,20,10.05,26.85,0
2012,9,21,12.55,25.95,0
2012,9,22,7.35,21.55,0
2012,9,23,4.15,21.75,0
2012,9,24,7.25,21.95,0
2012,9,25,4.05,15.45,0
2012,9,26,3.45,18.75,0
2012,9,27,6.15,20.35,0
2012,9,28,7.65,20.55,0
2012,9,29,6.95,17.05,0
2012,9,30,2.55,17.25,0
2012,10,1,5.65,20.05,0
2012,10,2,3.05,11.65,0
2012,10,3,-3.45,7.85,0
2012,10,4,-1.65,7.35,0
2012,10,5,-2.95,8.25,0
2012,10,6,-1.65,11.25,0
2012,10,7,2.15,18.15,0
2012,10,8,4.15,17.05,0
2012,10,9,3.65,16.65,0
2012,10,10,4.35,15.65,0
2012,10,11,3.65,15.25,0
2012,10,12,3.95,8.85,1
2012,10,13,4.85,9.65,16.3
2012,10,14,5.05,10.85,25.9
2012,10,15,5.75,12.75,19.5
2012,10,16,0.95,8.25,20.8
2012,10,17,-3.25,7.75,1.1
2012,10,18,1.45,15.25,0.4
2012,10,19,2.25,7.45,21.6
2012,10,20,-3.35,2.15,16.6
2012,10,21,-3.95,2.65,3.2
2012,10,22,-3.55,3.35,12.4
2012,10,23,-4.65,1.65,6.5
2012,10,24,-2.55,2.85,9.9
2012,10,25,-3.15,2.15,1.7
2012,10,26,-2.85,0.55,5.1
2012,10,27,-0.55,3.25,19.7
2012,10,28,2.15,8.65,10.5
2012,10,29,3.25,8.05,41.3
2012,10,30,2.55,8.35,34.9
2012,10,31,3.75,8.15,7.5
2012,11,1,1.85,5.65,4.7
2012,11,2,-1.15,6.25,3.6
2012,11,3,2.65,7.65,5.2
2012,11,4,2.85,10.85,1.4
2012,11,5,3.45,8.55,6.8
2012,11,6,1.85,12.25,0
2012,11,7,-4.35,4.35,0.8
2012,11,8,-5.85,0.35,0
2012,11,9,-6.35,-1.25,0
2012,11,10,-7.85,-3.55,0
2012,11,11,-9.45,-0.75,2.2
2012,11,12,-3.75,1.25,24.4
2012,11,13,-3.55,2.95,8
2012,11,14,-2.85,1.95,4.4
2012,11,15,-4.65,1.45,0
2012,11,16,-5.25,2.15,0
2012,11,17,-1.55,3.35,2.6
2012,11,18,-3.75,0.55,5.7
2012,11,19,-0.45,4.15,66.4
2012,11,20,-1.95,4.35,6.1
2012,11,21,-4.35,-1.15,8.6
2012,11,22,-5.75,0.45,2.6
2012,11,23,-2.75,3.05,32.6
2012,11,24,-5.55,1.75,5.3
2012,11,25,-7.25,-1.55,0
2012,11,26,-8.05,-1.85,0
